AEP_SI,BP_SI,BSAC_SI,CHTR_SI,CMCSA_SI,GOOG_SI,HON_SI,HSBC_SI,MCD_SI,MMM_SI,NEE_SI,PM_SI,UNH_SI,UPS_SI,XOM_SI,DATE,DJI_SI,VIX_SI,GSPC_SI,CLF_SI,GCF_SI,TNX_SI
2974400,6300000,759800,880300,28002400,85856610,2348093,773200,3954600,2997000,11642400,5262700,3254000,2942300,23117700,2013-08-01,105.26000213623047,1323.0,15503.849609375,1689.4200439453125,2.6010000705718994,12.890000343322754
1887100,4654600,457000,2570400,23239800,68812965,2509520,1112800,3224300,1899300,7118400,3507000,3622500,2253200,14408600,2013-08-02,107.80000305175781,1306.699951171875,15627.5595703125,1706.0999755859375,2.736999988555908,12.65999984741211
1623600,5042400,319700,2015000,15492400,52584363,1577562,2599700,3326400,1351800,4948400,2791100,2871000,2086500,12625900,2013-08-05,106.83999633789062,1311.199951171875,15651.98046875,1708.010009765625,2.617000102996826,12.289999961853027
3404600,5149400,269100,1224200,22526000,60469809,2175757,882800,3507200,1841100,8517600,4230000,3089500,2700700,11689200,2013-08-06,106.4800033569336,1303.0,15608.4404296875,1705.7900390625,2.634999990463257,12.1899995803833
3127500,5313900,195700,1143400,18990200,55374783,2557665,861300,3256400,1934000,7034400,4218900,2807300,2039900,8163800,2013-08-07,105.68000030517578,1282.5,15516.2099609375,1695.300048828125,2.6419999599456787,13.170000076293945
2114400,3376500,288000,566500,14754800,59743096,2211524,982300,4862300,2380600,5855200,4193400,2171600,2029200,11529500,2013-08-08,104.18000030517578,1283.9000244140625,15477.26953125,1693.3499755859375,2.5989999771118164,12.5
2556100,3004900,225700,506500,12401400,53146462,2375784,760100,4041800,2460100,4534800,3338200,2556900,1828100,9467800,2013-08-09,103.87000274658203,1315.0999755859375,15496.6298828125,1696.0999755859375,2.5869998931884766,12.880000114440918
2688400,3665300,202300,1208500,10171400,55286453,2218657,854700,3256800,1647400,3780800,2918500,3043300,2160900,10133700,2013-08-12,105.83999633789062,1317.199951171875,15415.2197265625,1688.3699951171875,2.5910000801086426,13.520000457763672
2176500,4416900,139300,527900,13833600,57004870,1524488,1149400,5188300,2023300,4096400,3035900,2627400,2384900,10892700,2013-08-13,106.1500015258789,1331.9000244140625,15420.6796875,1690.6500244140625,2.6670000553131104,12.859999656677246
2791500,6215500,185900,1049800,23288000,83600184,1807799,523000,5448700,2021400,5932400,2942200,3079000,2435400,9797300,2013-08-14,106.54000091552734,1317.699951171875,15447.7099609375,1693.8800048828125,2.7190001010894775,12.479999542236328
2388600,4346600,118500,555100,24199200,75048249,2407566,970200,4207500,1994900,5862800,3630400,3402000,4775800,11273400,2013-08-15,106.9800033569336,1340.0999755859375,15332.7099609375,1679.6099853515625,2.755000114440918,14.140000343322754
3008100,3621000,98300,515000,20840600,67255147,3752585,696100,3324000,2332800,10182000,4711100,3323600,2822900,11872500,2013-08-16,107.18000030517578,1366.800048828125,15112.5703125,1661.219970703125,2.7990000247955322,14.5600004196167
2644200,3633800,118800,982300,13052800,72707508,2425397,692700,3126200,1829300,4343200,4447100,2794800,2682500,11745600,2013-08-19,107.77999877929688,1379.0,15076.7900390625,1655.25,2.8459999561309814,14.9399995803833
4807800,4354200,77200,612900,14121400,49504863,1851328,862300,2827800,2153600,5474800,5963200,3110000,2205300,16498800,2013-08-20,106.93000030517578,1355.0,15011.8203125,1646.81005859375,2.811000108718872,15.220000267028809
3476600,4296800,197800,418900,28185000,70555472,3046143,1115300,3430600,2293700,8494800,7091700,3314200,4179700,12766900,2013-08-21,105.18000030517578,1372.5,14993.8095703125,1650.6600341796875,2.818000078201294,16.0
3055800,2808300,207400,292300,11381400,34926424,2765979,3267700,15364400,2002000,5746400,4718800,2959400,2872900,10199900,2013-08-22,103.87999725341797,1362.0,14908.599609375,1645.030029296875,2.9159998893737793,15.260000228881836
4322400,4139600,127100,681400,15776400,43245489,1893914,826700,12274200,1953300,2948800,4331400,3215600,1805000,9206400,2013-08-23,105.22000122070312,1376.800048828125,14988.7802734375,1659.9200439453125,2.9100000858306885,14.289999961853027
2297300,2703500,87000,406000,20618600,42257801,2147646,526500,3060000,1815700,4568000,3420100,2797700,2208100,10654700,2013-08-26,106.91000366210938,1398.5999755859375,15014.580078125,1664.2900390625,2.8239998817443848,14.369999885559082
3319700,3385000,165100,1079100,23324000,69623993,3191837,1068000,4513100,1907500,9257600,5002600,3626200,3425100,13960200,2013-08-27,106.13999938964844,1403.800048828125,14939.25,1652.5400390625,2.763000011444092,16.559999465942383
2068400,5342800,189500,788300,25488600,53395392,3195928,2674800,5482500,1545800,10868000,6096300,3297700,1964400,17738800,2013-08-28,109.22000122070312,1417.300048828125,14770.990234375,1630.25,2.750999927520752,16.959999084472656
1719200,3688000,185000,856000,19557600,59361671,1901781,986500,4796600,1457200,5517200,4510700,5243500,1571600,11407800,2013-08-29,109.52999877929688,1417.4000244140625,14817.91015625,1633.5,2.7980000972747803,16.790000915527344
1940600,3403700,587400,538900,19866800,74743109,2064572,1410300,3993000,2205600,4584400,4386000,4186200,2471100,12480400,2013-08-30,108.16999816894531,1407.199951171875,14844.099609375,1638.8900146484375,2.7690000534057617,16.75
2556800,3715600,463000,753400,18807400,82210996,4224910,1048500,3672100,2168100,5661600,4725500,3801500,2006800,10546700,2013-09-03,107.06999969482422,1393.0,14801.5498046875,1635.949951171875,2.8369998931884766,16.469999313354492
2316400,2717800,260200,534900,19782800,81954037,3501580,692300,2898800,2312200,4672400,3708000,3333600,2187600,9822300,2013-09-04,108.44000244140625,1413.0,14832.419921875,1640.719970703125,2.874000072479248,16.8799991607666
2250300,2334100,308300,427500,20721200,51845604,1904613,1132100,4275300,1947900,9409200,4310700,2861600,1429700,11740100,2013-09-05,107.58999633789062,1393.5,14929.490234375,1653.280029296875,2.8980000019073486,16.1200008392334
3384100,3407200,608000,457900,21006400,62698130,2160862,1035300,4485800,1965600,10634000,3574500,3584100,1861500,12950600,2013-09-06,108.5199966430664,1371.0,14941.5498046875,1657.43994140625,2.9570000171661377,15.350000381469727
2010800,2436500,307000,550700,22559800,49569103,2381133,746600,3525200,1976800,6589200,3965200,2629600,2099100,9297000,2013-09-09,110.27999877929688,1389.800048828125,14927.1904296875,1656.8499755859375,2.9049999713897705,15.859999656677246
2129200,2818200,345000,418000,21793800,51697050,2478263,1005200,4984300,2572800,4953600,4462500,3925400,2828000,11823100,2013-09-10,108.91999816894531,1377.5,15067.23046875,1675.1099853515625,2.9489998817443848,14.890000343322754
4358700,5092100,202500,461800,21005600,64665477,2635599,955100,3928600,1889000,12500000,5591800,3819200,2763900,11201200,2013-09-11,107.36000061035156,1365.800048828125,15194.1298828125,1681.0400390625,2.940000057220459,14.739999771118164
3227800,4721600,208800,258500,14165200,43984248,2114710,745600,4277300,2399700,8762000,4237800,2823800,2187900,10917200,2013-09-12,107.7699966430664,1360.0,15327.1396484375,1689.2099609375,2.8940000534057617,13.930000305175781
4836600,3611900,336400,185400,14228200,53214717,1739934,652800,2668700,1973300,5864000,4455700,3421000,1553100,8254200,2013-09-13,108.63999938964844,1322.9000244140625,15312.8603515625,1685.0400390625,2.9200000762939453,14.270000457763672
3005300,4303600,184200,419900,17037400,53660381,2239635,1018300,3490900,2756300,13087200,4262900,4224800,3454700,9421300,2013-09-16,107.5,1328.4000244140625,15381.3603515625,1691.699951171875,2.809000015258789,14.100000381469727
2611900,2313300,288800,625200,14553600,50564822,2083662,894500,3256900,2436000,8370000,4154100,5138100,2355900,8941200,2013-09-17,106.22000122070312,1313.0,15503.150390625,1697.72998046875,2.8489999771118164,14.4399995803833
6238000,5255700,956400,817900,25128400,77678069,2387846,1415800,4279600,3307700,16770800,5829800,7725600,4019200,15134700,2013-09-18,105.52999877929688,1292.0999755859375,15533.0302734375,1705.739990234375,2.8550000190734863,14.680000305175781
4187000,3905700,438400,783300,15730600,64155573,2397077,881700,6430800,2912400,8138800,4761800,8322900,3140800,11757500,2013-09-19,108.22000122070312,1362.9000244140625,15677.8603515625,1727.3399658203125,2.697000026702881,13.020000457763672
3950200,6690800,131000,719800,26830800,174463490,3629967,1363900,8077000,6999000,19157600,20793500,9088700,5317500,20651100,2013-09-20,106.37000274658203,1347.5,15635.08984375,1722.43994140625,2.7739999294281006,13.300000190734863
3713600,2936500,630500,350100,15529400,71362485,3426688,713800,3301600,3468500,9525200,13825500,4482500,3229200,12227700,2013-09-23,104.88999938964844,1327.0999755859375,15452.3095703125,1711.43994140625,2.739000082015991,14.039999961853027
2460900,2838200,845700,806400,21769400,59694916,2390469,892500,4810300,3585100,8531200,5731000,4855200,2931200,12129200,2013-09-24,103.44000244140625,1321.199951171875,15402.5400390625,1702.5999755859375,2.691999912261963,14.170000076293945
2153200,3235900,738200,611000,19228400,66207234,2358477,777100,4053200,2173400,7890000,3990000,4812900,2544100,13577400,2013-09-25,103.41000366210938,1322.699951171875,15339.01953125,1698.02001953125,2.6570000648498535,14.239999771118164
1724300,9691000,361500,499600,18696400,50584897,1455364,844400,3604900,2240900,7223200,3597600,2413200,2734300,9787100,2013-09-26,102.30000305175781,1335.199951171875,15274.419921875,1694.050048828125,2.63700008392334,13.800000190734863
1803700,3980000,849300,552900,21498200,50540732,1787869,903300,3533100,2028100,6580800,3319400,3548000,2390500,10867100,2013-09-27,102.91000366210938,1321.5,15317.4501953125,1695.52001953125,2.634000062942505,14.619999885559082
2429300,6252500,504200,683300,36443600,69154239,2611265,975700,4404500,2104700,9527600,4288500,4183600,2436600,17486100,2013-09-30,102.45999908447266,1345.800048828125,15249.8203125,1687.260009765625,2.6059999465942383,17.489999771118164
2163700,3864500,691400,597600,25484800,67644602,2567105,1067900,3240700,1854800,6983200,3538600,4322300,1800900,11885100,2013-10-01,102.30999755859375,1328.0,15132.490234375,1682.4100341796875,2.6459999084472656,16.309999465942383
2359000,3218000,282400,506000,18978000,60036190,3074149,878500,7250300,2056500,7471600,4335900,2705700,2558900,11841400,2013-10-02,101.62000274658203,1288.5,15182.650390625,1691.9000244140625,2.614000082015991,16.399999618530273
3108300,10632600,466000,810400,19189400,84997401,2761993,713200,4855700,2525800,5912800,3987700,5038300,3168000,13923400,2013-10-03,103.81999969482422,1312.0,15127.23046875,1692.3499755859375,2.634999990463257,16.6299991607666
1707800,3575100,426200,748900,23118400,54523605,2660668,496400,3047700,1983700,4421600,3600100,4297600,2253700,11325500,2013-10-04,102.91999816894531,1316.199951171875,14994.6796875,1678.7900390625,2.622999906539917,17.719999313354492
1767900,3578400,284100,568600,16004000,51937949,3750592,623200,3037100,1931200,3274400,3728500,4787000,1707200,10985800,2013-10-07,103.44999694824219,1313.800048828125,15069.2998046875,1687.1500244140625,2.621000051498413,18.760000228881836
2698600,4279900,265200,820100,20546200,78039419,3196347,1080100,3643900,2869000,6566000,4643400,6049100,2149200,15335700,2013-10-08,103.16000366210938,1326.5,14938.0400390625,1676.219970703125,2.6540000438690186,19.010000228881836
3545900,4538200,283900,829300,19890000,106449509,2763252,807100,5159400,2499200,5631600,7307300,4464100,2455300,13575100,2013-10-09,103.48999786376953,1317.5999755859375,14778.1904296875,1656.989990234375,2.638000011444092,20.190000534057617
2682300,3682300,374600,605300,17469800,90550137,3778808,1088900,4531000,2688800,7826800,5831400,4894300,2540900,17532400,2013-10-10,101.45999908447266,1303.4000244140625,14806.3896484375,1660.8800048828125,2.703000068664551,17.65999984741211
1891500,5335300,130100,322100,19088000,56567236,3556753,1455700,4132600,2492700,5708400,5988600,2935800,1825800,12661800,2013-10-11,102.94000244140625,1286.9000244140625,15126.51953125,1691.0899658203125,2.683000087738037,16.309999465942383
2827400,6644800,149100,340300,16153400,49930453,2990131,911600,3429700,1866800,6559200,4534500,2562200,2283200,9742100,2013-10-14,101.37000274658203,1275.800048828125,15231.330078125,1699.8599853515625,2.690999984741211,17.079999923706055
2292300,5461500,324400,347800,19912200,63914673,2070865,1779300,5878900,2720500,5128000,4978700,2922900,3144200,12018000,2013-10-15,102.19000244140625,1270.5,15300.2998046875,1709.1700439453125,2.7170000076293945,16.40999984741211
2531200,4636800,508300,515700,30406000,80604999,2537421,1621200,4708700,2646400,6514800,4808700,4368600,2607500,11668100,2013-10-16,100.87999725341797,1282.800048828125,15170.7001953125,1700.489990234375,2.736999988555908,17.139999389648438
3592300,6041600,489900,567500,19337800,170902191,2810453,1397800,3860500,2791700,6038000,6286300,21810200,1954900,10438200,2013-10-17,102.12999725341797,1307.0,15369.4599609375,1720.1700439453125,2.627000093460083,14.520000457763672
2688600,6312300,272100,340700,19960200,464390148,7384545,1166900,7286100,2590500,8859200,5654300,21080600,3168500,12425100,2013-10-18,100.72000122070312,1318.800048828125,15371.7099609375,1736.719970703125,2.5739998817443848,12.859999656677246
2406800,4066700,314300,212200,14038400,145675990,3684301,1270100,9137700,1762200,7234800,3437900,11496900,3778800,10730900,2013-10-21,100.62999725341797,1316.800048828125,15401.3203125,1745.199951171875,2.6010000705718994,13.34000015258789
3655300,4227600,392700,282700,19499400,88675135,3497385,1231800,5144000,2053500,8082400,5247600,7647300,3000900,12710600,2013-10-22,99.05999755859375,1313.9000244140625,15394.2197265625,1746.47998046875,2.5829999446868896,12.989999771118164
6079300,5398500,772700,362800,17411600,106927293,2830802,1101800,4581200,2337500,6916800,4229100,8227700,2654400,11449100,2013-10-23,98.12000274658203,1331.9000244140625,15465.33984375,1752.27001953125,2.493000030517578,13.710000038146973
8961900,6862300,244000,361800,17553200,83997668,2366239,1015200,3640900,3851100,4946400,5116000,6352500,4802700,12288900,2013-10-24,97.0999984741211,1334.5,15414.8701171875,1747.47998046875,2.484999895095825,13.5
9816800,6290600,359400,351400,18384800,81524432,2882093,1393000,3055900,2054300,4425200,4610000,6892500,5203400,11382000,2013-10-25,97.19000244140625,1346.199951171875,15523.7197265625,1756.010009765625,2.5179998874664307,13.15999984741211
12285900,4722700,219700,431600,18805000,46521724,2036461,1615300,3836400,2358400,9420400,5250800,6989300,5926700,9921900,2013-10-28,97.87999725341797,1351.4000244140625,15569.1904296875,1759.4200439453125,2.51200008392334,13.619999885559082
3176300,20455200,183800,265600,26932600,64440637,2035727,1129500,3975100,1986700,5581200,4294300,5860000,6452700,10340000,2013-10-29,98.54000091552734,1359.5999755859375,15572.2099609375,1762.9300537109375,2.5179998874664307,13.25
3836900,8987300,115500,301700,26895000,53162522,1917200,1068500,3404300,2107700,6546000,3723500,4360500,3975200,14305900,2013-10-30,97.7699966430664,1340.800048828125,15680.740234375,1772.27001953125,2.490999937057495,13.720000267028809
3948600,19298700,172200,1003200,31174200,65845885,2402007,1318800,4271300,2327200,11776400,5339800,4216700,4213200,19185200,2013-10-31,96.62000274658203,1334.0,15619.919921875,1763.239990234375,2.5179998874664307,13.829999923706055
2989200,7423900,156700,1108400,24863600,51524405,3243758,994100,5127300,1676600,16216000,4094500,4459000,2944500,19023500,2013-11-01,96.31999969482422,1325.699951171875,15558.009765625,1758.699951171875,2.5889999866485596,13.460000038146973
3914900,6854300,101000,536700,14786800,45722740,3398892,1684900,5023900,1741500,10095200,3589200,3698700,3009600,20591600,2013-11-04,94.5199966430664,1314.5999755859375,15621.2001953125,1763.4000244140625,2.6070001125335693,13.350000381469727
5175800,6375300,110900,1586000,15553200,47433127,2071914,1273900,4338200,1757900,9432000,3085100,3328700,3912700,21122500,2013-11-05,94.47000122070312,1313.300048828125,15631.2197265625,1765.6700439453125,2.618000030517578,13.220000267028809
3399200,9073800,192900,1536400,14914800,36652871,1881642,1343700,4365900,1910300,8566800,3902600,5479400,4088400,13464600,2013-11-06,93.73999786376953,1313.5,15628.7197265625,1765.0,2.6600000858306885,13.010000228881836
3239700,6144600,242000,1302200,19181400,67435822,2509101,982100,4921000,3188900,8948000,5184400,4497300,2961400,16572100,2013-11-07,94.91000366210938,1323.5999755859375,15751.3095703125,1770.739990234375,2.615999937057495,12.989999771118164
